;CODE;LOCATIONNAME;barrio;distrito;PRICE;AREA;ROOMNUMBER;BATHNUMBER;STATUS;STUDIO;ISPENTHOUSE;DUPLEX;SWIMMINGPOOL;ELEVATOR;X;Y
1172;2,4882E+17;Recoletos;recoletos;salamanca;478000;105;4;2;Second hand / Good state;0;0;0;0;1;442235;4475277
1173;9,22337E+18;Tres Olivos - Valverde;valverde;fuencarral - el pardo;172000;55;1;1;Second hand / Good state;0;0;0;0;1;441711;4482015
1174;9,22337E+18;Orcasitas;orcasitas;usera;399000;150;3;2;Second hand / Good state;0;1;0;1;1;438997;4468702
1175;5,58943E+17;Simancas;simancas;san blas - canillejas;642000;150;4;3;Second hand / Good state;0;0;0;1;1;447203;4476718
1176;5,82571E+18;Puerta Bonita;puerta bonita;carabanchel;109000;50;0;1;Second hand / Good state;1;0;0;0;0;437906;4470351
1177;6,32435E+18;Pacífico;pacifico;retiro;186000;50;1;1;Second hand / Good state;0;0;0;0;1;442331;4472873
1178;5,28914E+18;El Pardo;el pardo;fuencarral - el pardo;261000;75;2;1;Second hand / Good state;0;0;0;0;1;434348;4485326
1179;5,25642E+18;Chueca-Justicia;justicia;centro;682000;150;3;2;Second hand / Needs reformation;0;0;0;0;1;440924;4475484
1180;8,34364E+18;Buena Vista;buenavista;carabanchel;161000;50;2;1;Second hand / Good state;0;0;0;0;0;435311;4468796
1181;9,22337E+18;Almagro;almagro;chamberi;726000;160;3;3;Second hand / Good state;0;0;0;0;1;441273;4475303
1182;9,69274E+17;Jerónimos;los jeronimos;retiro;1474000;225;3;3;Second hand / Good state;0;0;0;0;1;441576;4473679
1183;9,22337E+18;Legazpi;legazpi;arganzuela;492000;95;2;2;Second hand / Good state;0;0;0;1;1;441626;4471445
1184;9,22337E+18;Goya;goya;salamanca;572000;185;4;2;Second hand / Needs reformation;0;0;0;0;1;442797;4475170
1185;8,37533E+18;Trafalgar;trafalgar;chamberi;95000;45;2;1;Second hand / Good state;0;0;0;0;1;440443;4475787
1186;9,22337E+18;Gaztambide;gaztambide;chamberi;416000;135;5;2;Second hand / Needs reformation;0;0;0;0;1;439425;4476309
1187;6,08483E+18;Rejas;rejas;san blas - canillejas;360000;125;3;2;Second hand / Good state;0;0;0;1;1;449730;4477260
1188;9,22337E+18;Moscardó;moscardo;usera;196000;70;2;1;Second hand / Good state;0;0;0;0;0;439810;4471290
1189;2,02139E+18;Lavapiés-Embajadores;embajadores;centro;466000;115;0;1;Second hand / Needs reformation;0;1;0;0;0;440309;4473861
1190;1,49521E+18;Cuatro Caminos;cuatro caminos;tetuan;288000;70;2;1;Second hand / Good state;0;0;0;0;1;441034;4478088
1191;9,22337E+18;Almagro;almagro;chamberi;2629000;375;4;4;Second hand / Good state;0;0;0;0;0;441153;4475784
1192;2,31056E+18;Conde Orgaz-Piovera;piovera;hortaleza;654000;170;3;2;Second hand / Good state;0;0;0;1;1;447187;4478936
1193;9,22337E+18;Goya;goya;salamanca;2508000;255;3;3;Second hand / Good state;0;0;1;1;1;442457;4474769
1194;9,22337E+18;San Diego;san diego;puente de vallecas;46000;25;1;1;Second hand / Good state;0;0;0;0;0;443530;4471522
1195;7,09693E+18;Aravaca;aravaca;moncloa - aravaca;480000;155;3;2;Second hand / Good state;0;0;0;1;1;433114;4477658
1196;9,22337E+18;Palomeras Bajas;palomeras bajas;puente de vallecas;141000;75;3;1;Second hand / Good state;0;0;0;0;1;444269;4471356
1197;9,22337E+18;Jerónimos;los jeronimos;retiro;1213000;180;3;3;Second hand / Good state;0;0;0;0;1;441485;4474346
1198;9,22337E+18;Los Rosales;los rosales;villaverde;109000;65;2;1;Second hand / Good state;0;0;0;0;1;441781;4467068
1199;9,22337E+18;Simancas;simancas;san blas - canillejas;191000;75;2;1;Second hand / Good state;0;0;0;0;1;447037;4475785
1200;9,22337E+18;Argüelles;arguelles;moncloa - aravaca;144000;55;1;1;Second hand / Good state;0;0;0;0;1;439103;4474790
1201;5,43291E+18;Adelfas;adelfas;retiro;229000;90;3;2;Second hand / Good state;0;0;0;0;1;443250;4473061
1202;2,9506E+18;Recoletos;recoletos;salamanca;401000;70;1;1;Second hand / Good state;0;0;0;0;1;441736;4474793
1203;3,87174E+17;Arapiles;arapiles;chamberi;184000;60;2;1;Second hand / Good state;0;0;0;0;1;440053;4476281
1204;3,70511E+18;Ensanche de Vallecas - La Gavia;ensanche de vallecas;villa de vallecas;369000;95;2;2;Second hand / Good state;0;0;0;1;1;449086;4468227
1205;5,74435E+18;Ibiza;ibiza;retiro;1864000;250;5;3;Second hand / Needs reformation;0;0;0;0;1;442356;4474535
1206;6,24177E+18;Chueca-Justicia;justicia;centro;1151000;125;4;2;Second hand / Good state;0;1;0;0;0;440944;4475222
1207;1,49456E+18;Recoletos;recoletos;salamanca;2181000;285;5;3;Second hand / Good state;0;0;0;0;0;442112;4474908
1208;6,13213E+18;Recoletos;recoletos;salamanca;1186000;165;2;5;Second hand / Good state;0;1;1;0;0;441415;4474820
1209;9,22337E+18;San Juan Bautista;san juan bautista;ciudad lineal;1035000;240;5;3;Second hand / Needs reformation;0;1;1;1;1;444544;4478378
1210;9,22337E+18;Puerta Bonita;puerta bonita;carabanchel;114000;45;1;1;Second hand / Good state;0;0;0;0;0;437902;4470311
1211;6,65483E+18;Rejas;rejas;san blas - canillejas;83000;70;2;1;Second hand / Needs reformation;0;0;0;0;0;449067;4477887
1212;9,22337E+18;Nueva España;nueva espana;chamartin;1704000;390;5;5;Second hand / Needs reformation;0;0;0;0;1;443137;4479559
1213;9,22337E+18;Puerta del Ángel;puerta del angel;latina;112000;50;3;1;Second hand / Good state;0;0;0;0;0;437601;4473184
1214;9,22337E+18;Puerta Bonita;puerta bonita;carabanchel;63000;105;3;2;Second hand / Needs reformation;0;0;0;0;1;437480;4469842
1215;1,98668E+18;El Viso;el viso;chamartin;1096000;170;2;1;Second hand / Unknown;0;0;0;0;0;441918;4477808
1216;9,22337E+18;Pueblo Nuevo;pueblo nuevo;ciudad lineal;84000;50;1;1;Second hand / Needs reformation;0;0;0;0;0;445418;4475404
1217;9,22337E+18;Pueblo Nuevo;pueblo nuevo;ciudad lineal;251000;105;3;1;Second hand / Good state;0;0;0;0;1;445421;4476131
1218;9,22337E+18;Pueblo Nuevo;pueblo nuevo;ciudad lineal;373000;95;3;1;Second hand / Good state;0;0;0;0;0;445589;4475822
1219;9,22337E+18;Castellana;castellana;salamanca;1760000;340;5;4;Second hand / Good state;0;0;0;0;1;442201;4476150
1220;3,14755E+18;Nueva España;nueva espana;chamartin;2645000;425;5;5;Second hand / Good state;0;0;0;0;1;442287;4479047
1221;3,35455E+18;Trafalgar;trafalgar;chamberi;217000;40;1;1;Second hand / Good state;0;0;0;0;0;440432;4475822
1222;1,77439E+18;Cuatro Caminos;cuatro caminos;tetuan;651000;220;5;2;Second hand / Needs reformation;0;0;0;0;1;440918;4478169
1223;9,22337E+18;Ciudad Jardín;ciudad jardin;chamartin;411000;115;3;2;Second hand / Good state;0;0;0;0;0;443040;4477636
1224;5,48315E+18;Concepción;la concepcion;ciudad lineal;745000;190;3;2;Second hand / Needs reformation;0;0;0;1;1;445646;4477031
1225;1,04153E+18;Lucero;lucero;latina;279000;140;4;2;Second hand / Good state;0;0;0;0;1;436476;4473251
1226;8,34875E+18;Bernabéu-Hispanoamérica;hispanoamerica;chamartin;1372000;215;4;2;Second hand / Good state;0;0;0;0;1;441691;4478662
1227;9,22337E+18;Rosas;rosas;san blas - canillejas;280000;85;3;2;Second hand / Good state;0;0;0;1;1;448279;4475135
1228;9,22337E+18;Lucero;lucero;latina;166000;90;3;1;Second hand / Good state;0;0;0;0;0;436256;4473272
1229;8,58792E+16;Sanchinarro;valdefuentes;hortaleza;429000;100;3;2;Second hand / Good state;0;0;0;1;1;444470;4483227
1230;9,22337E+18;Recoletos;recoletos;salamanca;662000;75;1;1;Second hand / Good state;0;0;0;0;1;442115;4475113
1231;8,19026E+18;Trafalgar;trafalgar;chamberi;400000;85;2;1;Second hand / Good state;0;0;0;0;1;440395;4476392
1232;8,66756E+18;Vallehermoso;vallehermoso;chamberi;430000;110;2;2;Second hand / Good state;0;0;0;0;1;439329;4476943
1233;7,60242E+18;Arapiles;arapiles;chamberi;191000;35;0;1;Second hand / Good state;1;0;0;0;0;439987;4476617
1234;5,19519E+18;Butarque;butarque;villaverde;186000;95;2;2;Second hand / Good state;0;0;0;0;1;442387;4465410
1235;9,22337E+18;Lucero;lucero;latina;129000;70;2;1;Second hand / Good state;0;0;0;0;0;435667;4472783
1236;9,22337E+18;Casco Histórico de Vallecas;casco historico de vallecas;villa de vallecas;80000;40;2;1;Second hand / Good state;0;0;0;0;0;447149;4469751
1237;7,0045E+18;Portazgo;portazgo;puente de vallecas;140000;115;3;2;Second hand / Needs reformation;0;0;0;0;1;444857;4470789
1238;1,11338E+18;Lista;lista;salamanca;921000;170;4;2;Second hand / Needs reformation;0;0;0;0;1;442648;4476137
1239;3,55628E+18;Lavapiés-Embajadores;embajadores;centro;187000;45;2;2;Second hand / Good state;0;0;0;0;0;440516;4473639
1240;1,34981E+18;Almagro;almagro;chamberi;1792000;430;5;4;Second hand / Good state;0;0;0;0;1;441024;4476317
1241;9,22337E+18;Lucero;lucero;latina;132000;65;2;2;Second hand / Good state;0;0;0;0;1;436335;4473040
1242;6,29727E+18;Casco Histórico de Vicálvaro;casco historico de vicalvaro;vicalvaro;229000;95;3;2;Second hand / Good state;0;0;0;0;0;448477;4472678
1243;9,22337E+18;San Andrés;villaverde alto - casco historico de villaverde;villaverde;98000;65;1;1;Second hand / Unknown;0;0;0;0;0;439753;4466112
1244;6,19345E+18;Casco Histórico de Vallecas;casco historico de vallecas;villa de vallecas;118000;75;2;1;Second hand / Good state;0;0;0;0;0;447415;4469112
1245;9,22337E+18;Nueva España;nueva espana;chamartin;1199000;300;4;4;Second hand / Good state;0;1;1;0;1;443347;4479384
1246;3,33192E+18;Ensanche de Vallecas - La Gavia;ensanche de vallecas;villa de vallecas;202000;65;1;1;Second hand / Good state;0;0;0;1;1;449962;4468150
1247;9,22337E+18;Argüelles;arguelles;moncloa - aravaca;1457000;370;4;4;Second hand / Good state;0;0;0;0;1;438939;4475598
1248;9,22337E+18;Palacio;palacio;centro;214000;45;0;1;Second hand / Good state;1;0;0;0;1;439824;4474802
1249;7,75229E+18;Castilla;castilla;chamartin;1187000;345;5;3;Second hand / Needs reformation;0;0;1;1;1;442589;4479916
1250;6,64546E+18;Mirasierra;mirasierra;fuencarral - el pardo;795000;205;4;4;Second hand / Good state;0;0;0;0;1;440116;4483249
1251;8,90105E+18;Valdeacederas;valdeacederas;tetuan;155000;70;3;1;Second hand / Good state;0;0;0;0;0;440627;4479397
1252;9,22337E+18;Huertas-Cortes;cortes;centro;2378000;255;4;4;Second hand / Good state;0;0;0;0;1;441020;4474190
1253;6,82167E+18;Pau de Carabanchel;buenavista;carabanchel;192000;75;1;1;Second hand / Good state;0;0;0;1;1;437118;4469114
1254;9,22337E+18;Moscardó;moscardo;usera;87000;55;2;1;Second hand / Needs reformation;0;0;0;0;0;439615;4470944
1255;1,49265E+18;Delicias;delicias;arganzuela;712000;215;5;2;Second hand / Good state;0;1;0;1;1;441185;4471602
1256;9,22337E+18;Castellana;castellana;salamanca;882000;230;3;2;Second hand / Needs reformation;0;0;0;0;1;441678;4476488
1257;9,22337E+18;Lavapiés-Embajadores;embajadores;centro;181000;50;1;1;Second hand / Good state;0;0;0;0;1;440417;4473704
1258;9,22337E+18;Nuevos Ministerios-Ríos Rosas;rios rosas;chamberi;564000;160;4;3;Second hand / Needs reformation;0;0;0;0;1;440963;4477270
1259;9,22337E+18;Huertas-Cortes;cortes;centro;688000;155;5;1;Second hand / Good state;0;0;0;0;1;440676;4473908
1260;4,06056E+18;Argüelles;arguelles;moncloa - aravaca;789000;180;4;3;Second hand / Needs reformation;0;0;0;0;1;439012;4475377
1261;6,5568E+18;Jerónimos;los jeronimos;retiro;1913000;245;4;3;Second hand / Needs reformation;0;0;0;0;1;441468;4473872
1262;4,12205E+18;San Fermín;san fermin;usera;155000;110;3;2;Second hand / Good state;0;0;0;0;1;441805;4468771
1263;9,22337E+18;Alameda de Osuna;alameda de osuna;barajas;277000;90;4;1;Second hand / Good state;0;0;0;0;0;449701;4478489
1264;3,81915E+18;Almagro;almagro;chamberi;2400000;405;4;4;Second hand / Good state;0;1;0;0;1;441282;4475662
1265;9,22337E+18;Las Tablas;valverde;fuencarral - el pardo;574000;115;3;2;Second hand / Good state;0;0;0;1;1;443059;4484466
1266;5,215E+16;Ventilla-Almenara;almenara;tetuan;477000;130;3;2;Second hand / Good state;0;0;0;0;1;441585;4480303
1267;6,18292E+17;El Cañaveral - Los Berrocales;el canaveral;vicalvaro;379000;245;4;3;Second hand / Good state;0;0;1;1;1;452637;4472439
1268;4,7852E+18;Comillas;comillas;carabanchel;284000;80;2;2;Second hand / Good state;0;0;0;0;1;439305;4471911
1269;5,22672E+18;Bernabéu-Hispanoamérica;hispanoamerica;chamartin;779000;215;6;3;Second hand / Good state;0;0;0;0;1;442619;4478753
1270;3,55546E+17;Chueca-Justicia;justicia;centro;505000;95;2;1;Second hand / Good state;0;0;0;0;0;440750;4474880
1271;9,22337E+18;Quintana;quintana;ciudad lineal;428000;100;3;1;Second hand / Good state;0;0;0;0;1;445470;4476464
1272;9,22337E+18;Las Tablas;valverde;fuencarral - el pardo;345000;85;2;1;Second hand / Good state;0;0;0;1;1;442857;4484612
1273;4,36511E+18;San Isidro;san isidro;carabanchel;103000;100;3;1;Second hand / Needs reformation;0;0;0;0;0;437568;4471782
1274;9,22337E+18;Castellana;castellana;salamanca;1355000;185;4;3;Second hand / Needs reformation;0;0;0;0;1;441946;4476315
1275;9,22337E+18;Los Cármenes;los carmenes;latina;403000;130;4;2;Second hand / Good state;0;0;0;0;1;438626;4472922
1276;6,95008E+17;Cuatro Caminos;cuatro caminos;tetuan;1378000;265;4;5;Second hand / Good state;0;0;0;0;1;441377;4478366
1277;9,22337E+18;Almagro;almagro;chamberi;929000;190;3;3;Second hand / Good state;0;0;0;0;1;440968;4476406
1278;5,98961E+17;Gaztambide;gaztambide;chamberi;1910000;400;16;10;Second hand / Good state;0;0;0;0;1;439297;4476183
1279;9,22337E+18;San Andrés;villaverde alto - casco historico de villaverde;villaverde;141000;115;3;1;Second hand / Good state;0;0;0;0;1;439575;4466859
1280;9,22337E+18;Prosperidad;prosperidad;chamartin;244000;40;1;1;Second hand / Good state;0;0;0;0;1;442707;4477166
1281;3,50401E+18;Numancia;numancia;puente de vallecas;231000;75;2;1;Second hand / Good state;0;0;0;0;1;443768;4472219
1282;9,22337E+18;Tres Olivos - Valverde;valverde;fuencarral - el pardo;152000;90;3;1;Second hand / Needs reformation;0;0;0;0;0;440938;4482450
1283;4,12433E+18;Guindalera;guindalera;salamanca;1402000;310;4;3;Second hand / Good state;0;0;0;0;1;442878;4476155
1284;9,22337E+18;Tres Olivos - Valverde;valverde;fuencarral - el pardo;130000;80;3;1;Second hand / Needs reformation;0;0;0;0;0;441307;4482772
1285;2,99774E+18;Pueblo Nuevo;pueblo nuevo;ciudad lineal;304000;110;4;2;Second hand / Good state;0;0;0;0;1;446105;4476177
1286;9,22337E+18;Trafalgar;trafalgar;chamberi;554000;140;7;1;Second hand / Good state;0;0;0;0;1;440391;4476100
1287;8,2072E+18;Lavapiés-Embajadores;embajadores;centro;115000;45;2;1;Second hand / Needs reformation;0;0;0;0;0;440353;4473362
1288;5,13053E+18;Ensanche de Vallecas - La Gavia;ensanche de vallecas;villa de vallecas;152000;50;1;1;Second hand / Good state;0;0;0;1;1;449973;4468200
1289;9,22337E+18;Recoletos;recoletos;salamanca;4104000;460;6;4;Second hand / Good state;0;0;0;0;1;441996;4475287
1290;9,22337E+18;Opañel;opanel;carabanchel;133000;65;2;1;Second hand / Needs reformation;0;0;0;0;0;438651;4471410
1291;5,07072E+18;Butarque;butarque;villaverde;238000;110;3;2;New development;0;0;0;1;1;442529;4465412
1292;6,09928E+18;Quintana;quintana;ciudad lineal;176000;75;1;1;Second hand / Good state;0;0;0;0;1;445706;4476451
1293;9,22337E+18;Sol;sol;centro;800000;110;4;2;Second hand / Needs reformation;0;0;0;0;1;440168;4474427
1294;1,46902E+18;Guindalera;guindalera;salamanca;261000;50;2;1;Second hand / Good state;0;0;0;0;1;443367;4475892
1295;3,23801E+18;Tres Olivos - Valverde;valverde;fuencarral - el pardo;451000;150;4;2;Second hand / Good state;0;1;0;1;1;441470;4481988
1296;6,94294E+18;San Andrés;villaverde alto - casco historico de villaverde;villaverde;104000;80;2;1;Second hand / Good state;0;0;0;0;0;439902;4466512
1297;6,61502E+18;Lavapiés-Embajadores;embajadores;centro;8508000;2015;1;1;Second hand / Good state;0;0;0;0;1;439854;4473441
1298;8,05446E+18;Lucero;lucero;latina;584000;435;1;1;Second hand / Good state;0;0;0;0;0;436681;4472737
1299;9,22337E+18;Gaztambide;gaztambide;chamberi;928000;175;4;3;Second hand / Good state;0;0;0;0;1;439156;4476247
1300;7,47185E+18;Vista Alegre;vista alegre;carabanchel;159000;85;3;1;Second hand / Good state;0;0;0;0;0;436059;4470030
1301;9,22337E+18;Moscardó;moscardo;usera;282000;85;2;1;Second hand / Good state;0;0;0;0;1;439267;4470950
1302;9,22337E+18;Prosperidad;prosperidad;chamartin;907000;335;1;1;New development;1;0;1;0;1;442848;4477026
1303;2,64941E+17;El Cañaveral - Los Berrocales;el canaveral;vicalvaro;189000;90;3;2;New development;0;0;0;1;1;452538;4472448
1304;1,12305E+18;San Cristóbal;san cristobal;villaverde;62000;65;3;1;Second hand / Good state;0;0;0;0;1;441870;4465987
1305;8,11042E+18;San Andrés;villaverde alto - casco historico de villaverde;villaverde;81000;60;3;1;Second hand / Needs reformation;0;0;0;0;0;439466;4466122
1306;4,26593E+18;Quintana;quintana;ciudad lineal;213000;70;1;1;Second hand / Good state;0;0;0;0;1;445225;4476247
1307;9,22337E+18;Malasaña-Universidad;universidad;centro;178000;35;0;1;Second hand / Good state;1;0;0;0;0;440395;4475226
1308;9,22337E+18;Arapiles;arapiles;chamberi;957000;185;5;3;Second hand / Good state;0;0;0;0;1;439841;4476631
1309;1,67009E+18;Sol;sol;centro;1256000;165;3;3;Second hand / Good state;0;0;0;0;1;440203;4474433
1310;7,29775E+18;Castellana;castellana;salamanca;1339000;365;4;3;Second hand / Needs reformation;0;0;0;0;1;441902;4475929
1311;7,07781E+18;Casco Histórico de Vallecas;casco historico de vallecas;villa de vallecas;257000;105;3;2;New development;0;1;1;1;1;447663;4469108
1312;5,05729E+18;Sanchinarro;valdefuentes;hortaleza;457000;110;2;2;Second hand / Good state;0;0;0;1;1;444549;4483345
1313;9,22337E+18;El Viso;el viso;chamartin;2606000;475;5;5;Second hand / Good state;0;0;0;0;1;441527;4478018
1314;2,27954E+18;Alameda de Osuna;alameda de osuna;barajas;1252000;355;4;4;Second hand / Good state;0;0;0;0;1;449336;4478402
1315;1,25366E+18;Ventas;ventas;ciudad lineal;198000;90;3;1;Second hand / Unknown;0;0;0;0;1;444747;4474841
1316;5,9574E+18;Goya;goya;salamanca;446000;95;3;1;Second hand / Needs reformation;0;0;0;0;1;443124;4475276
1317;4,22623E+18;Gaztambide;gaztambide;chamberi;244000;55;1;1;Second hand / Good state;0;0;0;0;1;439472;4476025
1318;2,59349E+18;Ambroz;casco historico de vicalvaro;vicalvaro;160000;75;1;2;Second hand / Good state;0;0;0;0;1;449618;4472692
1319;9,22337E+18;Numancia;numancia;puente de vallecas;62000;35;1;1;Second hand / Good state;0;0;0;0;0;443678;4472665
1320;1,28674E+18;Gaztambide;gaztambide;chamberi;304000;90;4;3;Second hand / Good state;0;0;0;0;1;439546;4475887
1321;9,22337E+18;Los Cármenes;los carmenes;latina;150000;85;4;1;Second hand / Needs reformation;0;0;1;0;1;437397;4472220
1322;8,60236E+17;Palomeras sureste;palomeras sureste;puente de vallecas;146000;70;1;1;Second hand / Good state;0;0;0;1;1;446246;4470215
1323;9,22337E+18;Goya;goya;salamanca;348000;75;2;2;Second hand / Good state;0;0;0;0;1;442516;4474883
1324;6,6118E+18;Estrella;estrella;retiro;475000;100;2;1;Second hand / Good state;0;0;0;0;1;443653;4473506
1325;9,22337E+18;Goya;goya;salamanca;794000;115;2;1;Second hand / Good state;0;1;0;0;1;442526;4475550
1326;2,03322E+18;Palomeras sureste;palomeras sureste;puente de vallecas;129000;80;2;1;Second hand / Good state;0;0;0;0;1;445779;4471279
1327;9,07039E+18;Simancas;simancas;san blas - canillejas;315000;90;2;2;Second hand / Good state;0;0;0;1;1;447178;4476226
1328;8,49866E+17;Lavapiés-Embajadores;embajadores;centro;569000;135;2;1;Second hand / Good state;0;0;0;0;0;440144;4473703
1329;9,22337E+18;Ibiza;ibiza;retiro;1035000;220;5;3;Second hand / Needs reformation;0;0;0;0;1;442601;4474767
1330;1,58237E+18;Estrella;estrella;retiro;573000;205;0;1;Second hand / Needs reformation;0;0;0;0;1;443284;4474580
1331;9,22337E+18;Palomeras sureste;palomeras sureste;puente de vallecas;163000;85;3;1;Second hand / Good state;0;0;0;0;1;444915;4470008
1332;2,39194E+18;Lavapiés-Embajadores;embajadores;centro;119000;20;0;1;Second hand / Needs reformation;0;0;0;0;0;440716;4473439
1333;9,22337E+18;Jerónimos;los jeronimos;retiro;1886000;180;2;2;Second hand / Needs reformation;0;0;0;0;1;441973;4473348
1334;9,22337E+18;Castellana;castellana;salamanca;1353000;210;3;3;Second hand / Good state;0;0;0;0;1;441855;4476221
1335;9,22337E+18;Palomeras sureste;palomeras sureste;puente de vallecas;142000;70;3;1;Second hand / Unknown;0;0;0;0;1;445637;4471162
1336;9,22337E+18;Pueblo Nuevo;pueblo nuevo;ciudad lineal;183000;60;2;1;Second hand / Good state;0;0;0;0;0;446076;4475901
1337;9,22337E+18;Arapiles;arapiles;chamberi;471000;85;2;1;Second hand / Good state;0;0;0;0;1;439809;4475936
1338;9,22337E+18;Cuatro Caminos;cuatro caminos;tetuan;770000;135;3;4;Second hand / Needs reformation;0;0;0;0;1;441062;4477900
1339;2,1552E+18;Vallehermoso;vallehermoso;chamberi;966000;195;5;3;Second hand / Needs reformation;0;0;0;0;1;440051;4476760
1340;9,22337E+18;Recoletos;recoletos;salamanca;3251000;340;5;5;Second hand / Good state;0;0;0;0;1;442019;4475441
1341;1,68074E+17;San Isidro;san isidro;carabanchel;173000;80;3;2;Second hand / Good state;0;0;0;0;0;437323;4471498
1342;9,22337E+18;Lavapiés-Embajadores;embajadores;centro;156000;35;1;1;Second hand / Needs reformation;0;0;0;0;1;440648;4473242
1343;3,1452E+18;Palomeras sureste;palomeras sureste;puente de vallecas;130000;90;3;2;Second hand / Unknown;0;0;0;0;1;445580;4470452
1344;9,22337E+18;Argüelles;arguelles;moncloa - aravaca;2465000;535;8;3;Second hand / Needs reformation;0;0;0;0;1;439343;4475505
1345;6,6095E+18;Palacio;palacio;centro;400000;70;2;1;Second hand / Good state;0;0;0;0;1;439699;4474602
1346;6,2145E+18;Berruguete;berruguete;tetuan;160000;50;2;1;Second hand / Good state;0;0;0;0;0;440286;4478819
1347;9,22337E+18;Chueca-Justicia;justicia;centro;323000;55;1;1;Second hand / Good state;0;0;0;0;1;440705;4474573
1348;9,22337E+18;Guindalera;guindalera;salamanca;327000;110;3;2;Second hand / Good state;0;0;0;0;0;443502;4476294
1349;1,52064E+18;San Andrés;villaverde alto - casco historico de villaverde;villaverde;80000;65;2;1;Second hand / Good state;0;0;0;0;0;439259;4467089
1350;7,66219E+18;Buena Vista;buenavista;carabanchel;117000;60;2;1;Second hand / Good state;0;0;0;0;0;435996;4468665
1351;3,59488E+18;Abrantes;abrantes;carabanchel;164000;55;1;1;Second hand / Good state;0;0;0;1;1;438204;4469556
1352;9,22337E+18;Sanchinarro;valdefuentes;hortaleza;688000;145;3;2;New development;0;0;0;1;1;444405;4483615
1353;3,94781E+18;Malasaña-Universidad;universidad;centro;631000;120;5;2;Second hand / Good state;0;0;0;0;1;440280;4475569
1354;9,22337E+18;Pilar;pilar;fuencarral - el pardo;400000;115;3;2;Second hand / Needs reformation;0;0;0;0;1;440107;4480710
1355;1,72267E+18;Simancas;simancas;san blas - canillejas;230000;70;1;1;Second hand / Good state;0;0;0;1;1;446902;4476054
1356;9,22337E+18;Pilar;pilar;fuencarral - el pardo;199000;55;2;1;Second hand / Good state;0;0;0;0;1;439578;4480870
1357;1,23597E+18;Almagro;almagro;chamberi;579000;75;1;1;Second hand / Good state;0;0;0;0;0;440654;4476543
1358;9,22337E+18;Ensanche de Vallecas - La Gavia;ensanche de vallecas;villa de vallecas;282000;100;3;2;Second hand / Good state;0;0;0;1;1;448732;4469574
1359;9,22337E+18;Canillas;canillas;hortaleza;299000;85;2;2;Second hand / Good state;0;0;0;0;1;446230;4479564
1360;9,22337E+18;Trafalgar;trafalgar;chamberi;1736000;165;3;3;Second hand / Good state;0;0;0;0;1;440336;4475975
1361;7,96574E+18;Cuatro Caminos;cuatro caminos;tetuan;325000;70;1;1;Second hand / Good state;0;0;0;0;1;440686;4477963
1362;3,95272E+18;Aravaca;aravaca;moncloa - aravaca;305000;105;3;2;Second hand / Good state;0;0;0;0;0;433513;4479045
1363;9,22337E+18;Castilla;castilla;chamartin;458000;115;4;2;Second hand / Needs reformation;0;0;0;0;0;441905;4480087
1364;9,09005E+18;Entrevías;entrevias;puente de vallecas;95000;70;3;1;Second hand / Good state;0;0;0;0;1;443326;4469769
1365;4,98792E+18;Fuente del Berro;fuente del berro;salamanca;162000;40;1;1;Second hand / Good state;0;0;0;0;0;443512;4474948
1366;2,04986E+18;Buena Vista;buenavista;carabanchel;212000;85;2;2;New development;0;0;0;0;1;435737;4468760
1367;5,4727E+18;Valdemarín;valdemarin;moncloa - aravaca;555000;170;2;2;Second hand / Good state;0;0;0;1;1;433212;4480472
1368;9,22337E+18;Salvador;el salvador;san blas - canillejas;716000;160;3;2;Second hand / Good state;0;0;0;1;1;446492;4477439
1369;9,22337E+18;Aluche;aluche;latina;194000;90;3;1;Second hand / Good state;0;0;0;0;1;435999;4471390
1370;9,22337E+18;Bernabéu-Hispanoamérica;hispanoamerica;chamartin;461000;85;1;1;Second hand / Good state;0;0;0;1;1;441740;4478616
1371;1,69017E+18;Bellas Vistas;bellas vistas;tetuan;364000;115;0;1;New development;1;0;0;0;1;440320;4478003
1372;9,22337E+18;San Fermín;san fermin;usera;96000;85;3;1;Second hand / Good state;0;0;0;0;0;441476;4469539
1373;9,22337E+18;San Diego;san diego;puente de vallecas;87000;60;2;1;Second hand / Good state;0;0;0;0;0;443563;4471377
1374;5,84304E+18;Almagro;almagro;chamberi;1432000;150;2;3;Second hand / Good state;0;0;0;0;1;441254;4475877
1375;9,22337E+18;Arcos;arcos;san blas - canillejas;229000;85;3;1;Second hand / Unknown;0;0;0;0;1;447822;4474855
1376;9,22337E+18;Chueca-Justicia;justicia;centro;3566000;255;3;3;Second hand / Good state;0;0;0;0;1;440980;4474897
1377;5,32812E+18;Palos de Moguer;palos de la frontera;arganzuela;326000;100;3;1;Second hand / Good state;0;0;0;0;1;440893;4472692
1378;1,03267E+18;Argüelles;arguelles;moncloa - aravaca;578000;135;4;2;Second hand / Needs reformation;0;0;0;0;1;438672;4475989
1379;9,22337E+18;Trafalgar;trafalgar;chamberi;361000;65;1;1;Second hand / Unknown;0;0;0;0;1;440538;4476462
1380;9,22337E+18;Castilla;castilla;chamartin;428000;110;3;2;Second hand / Needs reformation;0;0;0;0;1;441894;4480064
1381;9,22337E+18;El Cañaveral - Los Berrocales;el canaveral;vicalvaro;228000;95;2;2;New development;0;0;0;1;1;452777;4472200
